Aircraft__Airline_Operator,Aircraft__Make_Model,Airport__Name,Cost__Other,Cost__Repair,Cost__Total_$,Effect__Amount_of_damage,Flight_Date,Origin_State,Speed_IAS_in_knots,When__Phase_of_flight,When__Time_of_day,Wildlife__Size,Wildlife__Species
PSA AIRLINES,DORNIER 328,GREATER PITTSBURGH,0,0,0,None,8/14/01 0:00,Pennsylvania,170.0,Descent,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/14/01 0:00,Texas,280.0,Descent,Day,Small,Unknown bird - small
MILITARY,KC-135E,SALT LAKE CITY INTL,0,0,0,None,8/14/01 0:00,Utah,190.0,Approach,Night,Small,Western meadowlark
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/15/01 0:00,Louisiana,138.0,Take-off run,Day,Medium,Unknown bird or bat
BUSINESS,CL-601/604,LOUISVILLE INTL ARPT,0,0,0,None,8/15/01 0:00,Kentucky,,Take-off run,Dawn,Small,Mourning dove
BUSINESS,C-172,CHICAGO MIDWAY INTL ARPT,0,0,0,None,8/15/01 0:00,Illinois,60.0,Approach,Day,Small,European starling
TRANS WORLD AIRLINES,MD-83,LAMBERT-ST LOUIS INTL,0,0,0,None,8/15/01 0:00,Missouri,136.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/15/01 0:00,Texas,250.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/15/01 0:00,Texas,70.0,Landing Roll,Day,Small,Rock pigeon
SPIRIT AIRLINES,DC-9,ATLANTIC CITY INTL,0,0,0,None,8/15/01 0:00,New Jersey,,Landing Roll,Dusk,Small,Mourning dove
DELTA AIR LINES,B-757-200,ATLANTA INTL,0,0,0,None,8/16/01 0:00,Georgia,80.0,Landing Roll,Dawn,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,8/16/01 0:00,Texas,,Landing Roll,Day,Small,Rock pigeon
CONTINENTAL AIRLINES,B-737-500,NEWARK LIBERTY INTL ARPT,0,0,0,None,8/16/01 0:00,New Jersey,150.0,Climb,Day,Small,Rock pigeon
BUSINESS,HAWKER 800,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/16/01 0:00,Kentucky,,Landing Roll,Day,Small,Barn swallow
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/16/01 0:00,Texas,250.0,Climb,Night,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,LOGAN INTL,0,0,0,None,8/17/01 0:00,Massachusetts,130.0,Approach,Dawn,Small,Unknown bird - small
EXPRESSJET (CONTINENTAL EXPRS),BE-1900,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,8/17/01 0:00,Ohio,126.0,Approach,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/17/01 0:00,Illinois,170.0,Approach,Day,Small,Unknown bird - small
MESA AIRLINES,CL-RJ100/200,PORT COLUMBUS INTL,0,0,0,None,8/17/01 0:00,Ohio,,Landing Roll,Day,Small,Mourning dove
EXPRESSJET (CONTINENTAL EXPRS),EMB-145,GREATER PITTSBURGH,0,0,0,None,8/17/01 0:00,Pennsylvania,,Landing Roll,Day,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/17/01 0:00,Texas,,Landing Roll,Day,Small,Rock pigeon
AMERICAN AIRLINES,MD-82,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/17/01 0:00,Illinois,160.0,Take-off run,Day,Small,Unknown bird - small
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/17/01 0:00,Louisiana,140.0,Approach,Night,Small,Mourning dove
ALASKA AIRLINES,MD-80,PORTLAND INTL (OR),0,0,0,None,8/18/01 0:00,Oregon,,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,FOKKER F100,GREATER PITTSBURGH,0,0,0,None,8/18/01 0:00,Pennsylvania,175.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/18/01 0:00,Illinois,135.0,Landing Roll,Day,Small,Unknown bird - small
NORTHWEST AIRLINES,DC-9,MEMPHIS INTL,0,0,0,None,8/19/01 0:00,Tennessee,140.0,Approach,Day,Medium,American crow
TRANS WORLD AIRLINES,B-717-200,AUSTIN-BERGSTROM INTL,0,0,0,None,8/19/01 0:00,Texas,,Landing Roll,Day,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,MD-83,LAMBERT-ST LOUIS INTL,0,0,0,None,8/19/01 0:00,Missouri,180.0,Approach,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,B-717-200,WILL ROGERS WORLD ARPT,0,0,0,None,8/20/01 0:00,Oklahoma,,Landing Roll,Day,Medium,Unknown bird - medium
ALASKA AIRLINES,B-737,SEATTLE-TACOMA INTL,0,0,0,None,8/20/01 0:00,Washington,,Landing Roll,Day,Small,European starling
ALASKA AIRLINES,B-737,SEATTLE-TACOMA INTL,0,0,0,None,8/20/01 0:00,Washington,,Landing Roll,Day,Small,European starling
UNITED AIRLINES,B-737-500,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,8/20/01 0:00,Texas,,Take-off run,Day,Small,Unknown bird - small
UNITED AIRLINES,B-777-200,WASHINGTON DULLES INTL ARPT,0,0,0,None,8/20/01 0:00,DC,,Take-off run,Night,Small,Mourning dove
AMERICAN AIRLINES,B-767-300,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/21/01 0:00,Illinois,145.0,Approach,Dusk,Medium,Unknown bird - medium
BUSINESS,PA-28,ATLANTIC CITY INTL,0,0,0,None,8/21/01 0:00,New Jersey,,Climb,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,KANSAS CITY INTL,0,0,0,None,8/21/01 0:00,Missouri,,Landing Roll,Day,Small,Eastern meadowlark
US AIRWAYS*,A-319,RONALD REAGAN WASHINGTON NATL,0,0,0,None,8/21/01 0:00,DC,135.0,Approach,Dusk,Small,Unknown bird - small
DELTA AIR LINES,B-737-800,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/21/01 0:00,Kentucky,,Approach,Dusk,Small,Mourning dove
AIR CANADA,CL-RJ100/200,RONALD REAGAN WASHINGTON NATL,0,0,0,None,8/21/01 0:00,DC,156.0,Approach,Night,Small,Unknown bird - small
ABX AIR,DC-9-30,JOHN F KENNEDY INTL,0,0,0,None,8/22/01 0:00,New York,200.0,Approach,Dawn,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,ATLANTA INTL,0,0,0,None,8/22/01 0:00,Georgia,230.0,Climb,Dawn,Medium,Unknown bird - medium
COMAIR AIRLINES,CL-RJ100/200,INDIANAPOLIS INTL,0,0,0,None,8/22/01 0:00,Indiana,140.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,A-319,LOGAN INTL,0,0,0,None,8/22/01 0:00,Massachusetts,,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,MD-88,ORLANDO INTL,0,0,0,None,8/22/01 0:00,Florida,140.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/22/01 0:00,Texas,160.0,Take-off run,Day,Small,Rock pigeon
AMERICAN EAGLE AIRLINES,EMB-145,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/22/01 0:00,Texas,,Take-off run,Day,Small,Rock pigeon
NORTHWEST AIRLINES,DC-9-40,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,8/22/01 0:00,Minnesota,150.0,Approach,Night,Small,Unknown bird - small
UNITED AIRLINES,B-737-300,LOS ANGELES INTL,0,0,0,Substantial,8/23/01 0:00,California,,Landing Roll,Day,Small,Rock pigeon
AMERICA WEST AIRLINES,B-737-300,LAMBERT-ST LOUIS INTL,0,0,0,None,8/23/01 0:00,Missouri,220.0,Climb,Day,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,EMB-145,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/23/01 0:00,Illinois,125.0,Landing Roll,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-700,KANSAS CITY INTL,0,0,0,None,8/23/01 0:00,Missouri,135.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/23/01 0:00,Texas,,Taxi,Day,Small,Unknown bird - small
US AIRWAYS*,A-319,GREATER PITTSBURGH,0,0,0,None,8/23/01 0:00,Pennsylvania,130.0,Approach,Dusk,Small,Unknown bird - small
AMERICAN AIRLINES,A-300,NEWARK LIBERTY INTL ARPT,0,0,0,None,8/24/01 0:00,New Jersey,,Take-off run,Dawn,Small,European starling
PIEDMONT AIRLINES,DHC8 DASH 8,BALTIMORE WASH INTL,0,0,0,None,8/24/01 0:00,Maryland,70.0,Landing Roll,Day,Small,American kestrel
DELTA AIR LINES,B-727,LOUISVILLE INTL ARPT,0,0,0,None,8/24/01 0:00,Kentucky,,Take-off run,Day,Small,Mourning dove
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/24/01 0:00,Texas,,Approach,Dusk,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,RONALD REAGAN WASHINGTON NATL,0,0,0,None,8/25/01 0:00,DC,80.0,Take-off run,Day,Medium,Unknown bird - medium
FEDEX EXPRESS,B-727-200,MEMPHIS INTL,0,0,0,None,8/25/01 0:00,Tennessee,,Approach,Night,Medium,Unknown bird - medium
PINNACLE,SAAB-340,MEMPHIS INTL,0,0,0,None,8/25/01 0:00,Tennessee,130.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,8/25/01 0:00,Pennsylvania,,Descent,Day,Small,Unknown bird - small
US AIRWAYS*,MD-80,FORT LAUDERDALE/HOLLYWOOD INTL,0,0,0,None,8/25/01 0:00,Florida,150.0,Take-off run,Day,Small,Unknown bird - small
ATLANTIC COAST AIRLINES,CL-RJ100/200,WASHINGTON DULLES INTL ARPT,0,0,0,None,8/26/01 0:00,DC,125.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DENVER INTL AIRPORT,0,0,0,None,8/26/01 0:00,Colorado,,Take-off run,Dawn,Small,Unknown bird - small
US AIRWAYS*,A-319,LAMBERT-ST LOUIS INTL,0,0,0,None,8/26/01 0:00,Missouri,200.0,Approach,Day,Small,Unknown bird - small
ATLANTIC COAST AIRLINES,DORNIER 328,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/27/01 0:00,Kentucky,,Approach,Day,Medium,Unknown bird - medium
AIR CANADA,FOKKER F28 MK 1000,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,8/27/01 0:00,Minnesota,175.0,Approach,Day,Medium,Unknown bird - medium
EXPRESSJET (CONTINENTAL EXPRS),EMB-145,NEWARK LIBERTY INTL ARPT,0,0,0,None,8/27/01 0:00,New Jersey,210.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,KANSAS CITY INTL,0,0,0,None,8/27/01 0:00,Missouri,,Landing Roll,Day,Small,Meadowlarks
US AIRWAYS*,B-757-200,GREATER PITTSBURGH,0,0,0,None,8/28/01 0:00,Pennsylvania,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICA WEST AIRLINES,A-319,JOHN F KENNEDY INTL,0,0,0,None,8/28/01 0:00,New York,,Descent,Dusk,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/28/01 0:00,Texas,230.0,Approach,Day,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/28/01 0:00,Texas,,Approach,Day,Small,Rock pigeon
AMERICAN AIRLINES,B-757-200,SAN ANTONIO INTL,0,0,0,None,8/28/01 0:00,Texas,140.0,Take-off run,Day,Small,Unknown bird - small
MILITARY,KC-135E,GREATER PITTSBURGH,0,0,0,None,8/28/01 0:00,Pennsylvania,190.0,Approach,Dusk,Small,Unknown bird - small
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,8/29/01 0:00,Pennsylvania,170.0,Approach,Day,Large,Unknown bird - large
UNITED AIRLINES,B-737-200,GREATER PITTSBURGH,0,0,0,None,8/29/01 0:00,Pennsylvania,90.0,Take-off run,Dawn,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/29/01 0:00,North Carolina,150.0,Climb,Day,Medium,Unknown bird - medium
DELTA AIR LINES,MD-88,AUSTIN-BERGSTROM INTL,0,0,0,None,8/29/01 0:00,Texas,130.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,MINETA SAN JOSE INTL,0,0,0,None,8/29/01 0:00,California,200.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/29/01 0:00,Illinois,160.0,Climb,Day,Small,European starling
US AIRWAYS*,A-320,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/29/01 0:00,North Carolina,150.0,Climb,Dusk,Small,Unknown bird - small
UNITED AIRLINES,B-727-200,EPPLEY AIRFIELD,0,0,0,None,8/29/01 0:00,Nebraska,,Landing Roll,Dusk,Small,Unknown bird - small
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/29/01 0:00,South Carolina,150.0,Approach,Night,Small,Killdeer
BUSINESS,DA-50 FALCON,MEMPHIS INTL,0,0,0,Medium,8/30/01 0:00,Tennessee,125.0,Approach,Day,Large,Unknown bird - large
MILITARY,C-130E,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,8/30/01 0:00,Minnesota,120.0,Landing Roll,Day,Medium,Unknown bird - medium
ATLANTIC COAST AIRLINES,CL-RJ100/200,WASHINGTON DULLES INTL ARPT,0,0,0,Medium,8/30/01 0:00,DC,,Take-off run,Dusk,Medium,Unknown bird - medium
FEDEX EXPRESS,DC-10-10,MEMPHIS INTL,0,0,0,None,8/30/01 0:00,Tennessee,,Approach,Night,Medium,Unknown bird - medium
CONTINENTAL AIRLINES,MD-80,NEWARK LIBERTY INTL ARPT,0,0,0,None,8/30/01 0:00,New Jersey,,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,AUSTIN-BERGSTROM INTL,0,0,0,None,8/30/01 0:00,Texas,140.0,Approach,Day,Small,Unknown bird - small
CHAUTAUQUA AIRLINES,EMB-145,LAMBERT-ST LOUIS INTL,0,0,0,None,8/30/01 0:00,Missouri,165.0,Approach,Night,Small,Unknown bird - small
ABX AIR,DC-8-63,JOHN F KENNEDY INTL,0,0,0,None,8/30/01 0:00,New York,145.0,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,A-320,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/30/01 0:00,North Carolina,,Climb,Night,Small,Unknown bird - small
FEDEX EXPRESS,B-727-200,BALTIMORE WASH INTL,0,0,0,None,8/31/01 0:00,Maryland,130.0,Approach,Night,Large,Canada goose
FEDEX EXPRESS,A-310,LAMBERT-ST LOUIS INTL,0,0,0,None,8/31/01 0:00,Missouri,,Climb,Night,Large,Unknown bird - large
EXPRESSJET (CONTINENTAL EXPRS),EMB-145,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,8/31/01 0:00,Ohio,,Approach,Night,Medium,Unknown bird - medium
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/31/01 0:00,South Carolina,100.0,Take-off run,Day,Small,Cattle egret
US AIRWAYS*,B-737-400,CHARLESTON AFB/INTL ARPT,0,0,0,None,8/31/01 0:00,South Carolina,130.0,Taxi,Day,Small,Unknown bird - small
DELTA AIR LINES,CL-RJ100/200,AUSTIN-BERGSTROM INTL,0,0,0,None,8/31/01 0:00,Texas,100.0,Landing Roll,Dusk,Small,Unknown bird - small
ABX AIR,DC-9-40,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,8/31/01 0:00,Michigan,140.0,Approach,Night,Small,Unknown bird - small
UNKNOWN,DC-8-61,DALLAS/FORT WORTH INTL ARPT,0,0,0,Substantial,9/1/01 0:00,Texas,,Take-off run,Night,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,MD-83,LAMBERT-ST LOUIS INTL,0,0,0,None,9/1/01 0:00,Missouri,190.0,Approach,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/1/01 0:00,Texas,210.0,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,B-767-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/1/01 0:00,Texas,145.0,Landing Roll,Day,Small,Rock pigeon
AMERICAN EAGLE AIRLINES,EMB-135,MEMPHIS INTL,0,0,0,None,9/1/01 0:00,Tennessee,130.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/1/01 0:00,Texas,200.0,Climb,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,NASHVILLE INTL,0,0,0,None,9/2/01 0:00,Tennessee,145.0,Climb,Day,Medium,Unknown bird - medium
DELTA AIR LINES,B-737,ATLANTA INTL,0,0,0,None,9/2/01 0:00,Georgia,250.0,Climb,Night,Medium,Unknown bird - medium
HORIZON AIR,DHC8 DASH 8,PORTLAND INTL (OR),0,0,0,None,9/2/01 0:00,Oregon,,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,A-319,GREATER PITTSBURGH,0,0,0,None,9/2/01 0:00,Pennsylvania,,Approach,Day,Small,European starling
AMERICAN AIRLINES,IAI-1124,DENVER INTL AIRPORT,0,0,0,None,9/2/01 0:00,Colorado,,Landing Roll,Day,Small,Rock pigeon
UNITED AIRLINES,B-777-200,SAN FRANCISCO INTL ARPT,0,0,0,None,9/3/01 0:00,California,,Climb,Day,Large,Unknown bird - large
AMERICAN AIRLINES,B-737-800,LOGAN INTL,0,0,0,None,9/3/01 0:00,Massachusetts,,Take-off run,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-300,DENVER INTL AIRPORT,0,0,0,None,9/3/01 0:00,Colorado,,Approach,Night,Medium,Unknown bird - medium
HAWAIIAN AIR,B-717-200,LIHUE ARPT,0,0,0,None,9/3/01 0:00,Hawaii,130.0,Climb,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,BALTIMORE WASH INTL,0,0,0,None,9/3/01 0:00,Maryland,130.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,9/3/01 0:00,Minnesota,160.0,Approach,Night,Small,Unknown bird - small
EXECUTIVE JET AVIATION,C-560,PHILADELPHIA INTL,0,0,0,None,9/3/01 0:00,Pennsylvania,100.0,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,WILL ROGERS WORLD ARPT,0,0,0,None,9/3/01 0:00,Oklahoma,160.0,Climb,Night,Small,Unknown bird - small
FEDEX EXPRESS,A-310,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,9/3/01 0:00,Texas,220.0,Climb,Night,Small,Unknown bird - small
FRONTIER AIRLINES,B-737-300,DENVER INTL AIRPORT,0,0,0,None,9/4/01 0:00,Colorado,136.0,Approach,Day,Large,Canada goose
COMAIR AIRLINES,CL-RJ100/200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,Substantial,9/4/01 0:00,Kentucky,145.0,Climb,Day,Medium,Unknown bird - medium
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,9/4/01 0:00,South Carolina,140.0,Climb,Day,Medium,Unknown bird or bat
NORTHWEST AIRLINES,B-727,LOGAN INTL,0,0,0,None,9/4/01 0:00,Massachusetts,,Take-off run,Day,Medium,Unknown bird - medium
UNITED AIRLINES,A-319,DALLAS/FORT WORTH INTL ARPT,0,65080,65080,Substantial,9/4/01 0:00,Texas,70.0,Landing Roll,Day,Small,Rock pigeon
AMERICAN AIRLINES,B-757-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/4/01 0:00,Texas,,Landing Roll,Day,Small,Rock pigeon
PSA AIRLINES,DORNIER 328,RONALD REAGAN WASHINGTON NATL,0,0,0,None,9/5/01 0:00,DC,,Climb,Dawn,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,A-320,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/5/01 0:00,New Jersey,170.0,Approach,Night,Medium,Unknown bird - medium
BUSINESS,CITATION II,TETERBORO AIRPORT,0,0,0,None,9/5/01 0:00,New Jersey,,Approach,Night,Medium,Unknown bird - medium
US AIRWAYS*,A-319,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,9/5/01 0:00,North Carolina,170.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,B-767-300,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/6/01 0:00,Illinois,,Approach,Dusk,Large,Unknown bird - large
NORTHWEST AIRLINES,A-320,SACRAMENTO INTL,0,0,0,None,9/6/01 0:00,California,,Approach,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-300,KANSAS CITY INTL,0,0,0,None,9/6/01 0:00,Missouri,120.0,Landing Roll,Day,Small,Mourning dove
AMERICA WEST AIRLINES,A-320,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/6/01 0:00,New Jersey,140.0,Approach,Night,Small,Unknown bird - small
UNKNOWN,BA-31 JETSTR,LAMBERT-ST LOUIS INTL,0,0,0,None,9/6/01 0:00,Missouri,90.0,Landing Roll,Night,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/7/01 0:00,Texas,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,9/7/01 0:00,Texas,250.0,Climb,Night,Medium,Unknown bird - medium
NORTHWEST AIRLINES,B-757-200,BALTIMORE WASH INTL,0,0,0,None,9/7/01 0:00,Maryland,120.0,Approach,Day,Small,Rock pigeon
ATLANTIC COAST AIRLINES,DORNIER 328,PORT COLUMBUS INTL,0,0,0,None,9/8/01 0:00,Ohio,200.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,INDIANAPOLIS INTL,0,0,0,None,9/8/01 0:00,Indiana,100.0,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-737-800,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/8/01 0:00,Illinois,155.0,Take-off run,Day,Small,European starling
JETBLUE AIRWAYS,A-320,SALT LAKE CITY INTL,0,0,0,None,9/8/01 0:00,Utah,,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,A-319,SAN FRANCISCO INTL ARPT,0,0,0,None,9/9/01 0:00,California,140.0,Approach,Night,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/9/01 0:00,Illinois,,Approach,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-767-400,ATLANTA INTL,0,0,0,None,9/9/01 0:00,Georgia,140.0,Approach,Dawn,Small,Unknown bird - small
AIRTRAN AIRWAYS,B-717-200,ATLANTA INTL,0,0,0,None,9/9/01 0:00,Georgia,130.0,Approach,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,AUSTIN-BERGSTROM INTL,0,0,0,None,9/9/01 0:00,Texas,220.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/9/01 0:00,Illinois,137.0,Approach,Night,Small,Unknown bird - small
DELTA AIR LINES,B-757-200,LOGAN INTL,0,0,0,Medium,9/10/01 0:00,Massachusetts,135.0,Take-off run,Dawn,Medium,Unknown bird - medium
US AIRWAYS*,B-737-400,PHILADELPHIA INTL,0,0,0,None,9/10/01 0:00,Pennsylvania,141.0,Approach,Night,Medium,Unknown bird - medium
COMAIR AIRLINES,CL-RJ100/200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,9/10/01 0:00,Kentucky,105.0,Take-off run,Day,Small,Killdeer
NORTHWEST AIRLINES,A-320,PORTLAND INTL (OR),0,0,0,None,9/10/01 0:00,Oregon,145.0,Approach,Night,Small,Unknown bird - small
ABX AIR,DC-9-40,AUSTIN-BERGSTROM INTL,0,0,0,None,9/11/01 0:00,Texas,250.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/11/01 0:00,Texas,120.0,Landing Roll,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737,SAN ANTONIO INTL,0,0,0,None,9/11/01 0:00,Texas,120.0,Take-off run,Day,Small,Unknown bird - small
FEDEX EXPRESS,DC-10,MEMPHIS INTL,0,0,0,None,9/11/01 0:00,Tennessee,135.0,Approach,Night,Small,Unknown bird - small
COMAIR AIRLINES,CL-RJ100/200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,9/13/01 0:00,Kentucky,120.0,Approach,Day,Small,Mourning dove
FEDEX EXPRESS,B-727-200,LOUISVILLE INTL ARPT,0,0,0,None,9/13/01 0:00,Kentucky,,Climb,Night,Small,Unknown bird - small
UPS AIRLINES,DC-8-70,LOUISVILLE INTL ARPT,0,0,0,None,9/14/01 0:00,Kentucky,138.0,Approach,Night,Small,Unknown bird - small
FEDEX EXPRESS,B-727-200,MEMPHIS INTL,0,0,0,None,9/14/01 0:00,Tennessee,,Climb,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/15/01 0:00,Texas,140.0,Approach,Day,Medium,Unknown bird - medium
DELTA AIR LINES,B-767-300,ATLANTA INTL,0,0,0,None,9/15/01 0:00,Georgia,170.0,Climb,Night,Medium,Unknown bird - medium
US AIRWAYS*,MD-80,GREATER PITTSBURGH,0,0,0,None,9/15/01 0:00,Pennsylvania,140.0,Approach,Day,Small,Unknown bird - small
SKYWEST AIRLINES,CL-RJ100/200,SALT LAKE CITY INTL,0,0,0,None,9/15/01 0:00,Utah,,Approach,Dusk,Small,Unknown bird - small
FEDEX EXPRESS,DC-10-30,MEMPHIS INTL,0,0,0,None,9/16/01 0:00,Tennessee,140.0,Approach,Day,Large,Unknown bird - large
DELTA AIR LINES,B-767-300,ATLANTA INTL,0,0,0,None,9/16/01 0:00,Georgia,137.0,Approach,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,B-717-200,AUSTIN-BERGSTROM INTL,0,0,0,None,9/16/01 0:00,Texas,200.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/16/01 0:00,Texas,130.0,Landing Roll,Day,Small,Unknown bird - small
